Service;Nom_Cle_Partagee;Nom_commercial ;Nom technique;URL d'acces
WFS;clc;Corine Land Cover Changements 1990-2000 - France Metropolitaine ;LANDCOVER.CHA00_FR:cha00_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2000-2006 - France Metropolitaine ;LANDCOVER.CHA06_FR:cha06_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2000-2006 - Outre-Mer ;LANDCOVER.CHA06_DOM:cha06_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2006-2012 - France Metropolitaine ;LANDCOVER.CHA12_FR:cha12_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2006-2012 - Outre-Mer ;LANDCOVER.CHA12_DOM:cha12_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2012-2018 – France Metropolitaine ;LANDCOVER.CHA18_FR:cha18_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover Changements 2012-2018 – Outre-Mer;LANDCOVER.CHA18_DOM:cha18_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 1990 - France Metropolitaine ;LANDCOVER.CLC90_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 1990 - Grille - France Metropolitaine ;LANDCOVER.GRID.CLC90_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - France Metropolitaine ;LANDCOVER.CLC00_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - Grille - France Entiere;LANDCOVER.GRID.CLC00;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - Grille - France Metropolitaine;LANDCOVER.GRID.CLC00_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - Grille - Outre-Mer;LANDCOVER.GRID.CLC00_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - Grille revisee - France Metropolitaine ;LANDCOVER.GRID.CLC00R_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 - Outre-Mer ;LANDCOVER.CLC00_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2000 revisee - France Metropolitaine ;LANDCOVER.CLC00R_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - France Metropolitaine ;LANDCOVER.CLC06_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille - France Entiere;LANDCOVER.GRID.CLC06;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille - France Metropolitaine;LANDCOVER.GRID.CLC06_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille - Outre-Mer;LANDCOVER.GRID.CLC06_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille revisee - France Entiere;LANDCOVER.GRID.CLC06R;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille revisee - France Metropolitaine;LANDCOVER.GRID.CLC06R_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Grille revisee - Outre-Mer;LANDCOVER.GRID.CLC06R_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 - Outre-Mer ;LANDCOVER.CLC06_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 revisee - France Metropolitaine ;LANDCOVER.CLC06R_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2006 revisee - Outre-Mer ;LANDCOVER.CLC06R_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 - France Metropolitaine ;LANDCOVER.CLC12_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 - Grille - France Entiere;LANDCOVER.GRID.CLC12;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 - Outre-Mer ;LANDCOVER.CLC12_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 haute resolution - taux de couvert arbore - France Entiere;LANDCOVER.HR.TCD.CLC12;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 haute resolution - taux d'impermeabilisation des sols - France Entiere ;LANDCOVER.HR.IMD.CLC12;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 haute resolution - type de foret dominant - France Entiere;LANDCOVER.HR.DLT.CLC12;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 revisee - France Entiere;LANDCOVER.CLC12R;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 revisee - France Metropolitaine ;LANDCOVER.CLC12R_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2012 revisee - Outre-Mer ;LANDCOVER.CLC12R_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2015 haute resolution - prairies - France Entiere  ;LANDCOVER.HR.GRA.CLC15;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2015 haute resolution - taux de couvert arbore - France Entiere;LANDCOVER.HR.TCD.CLC15;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2015 haute resolution - taux d'impermeabilisation des sols - France Entiere ;LANDCOVER.HR.IMD.CLC15;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2015 haute resolution - type de foret dominant - France Entiere;LANDCOVER.HR.DLT.CLC15;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2015 haute resolution - zones humides et surfaces en eaux - France Entiere;LANDCOVER.HR.WAW.CLC15;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2018 - France Entiere;LANDCOVER.CLC18;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2018 - France Metropolitaine ;LANDCOVER.CLC18_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover 2018 - Outre-Mer;LANDCOVER.CLC18_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 1990-2000 - France Metropolitaine ;LANDCOVER.CHA00_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2000-2006 - France Metropolitaine ;LANDCOVER.CHA06_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2000-2006 - Outre-Mer ;LANDCOVER.CHA06_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2006-2012 – France Metropolitaine ;LANDCOVER.CHA12_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2006-2012 - Outre-Mer ;LANDCOVER.CHA12_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2012-2018 – France Metropolitaine ;LANDCOVER.CHA18_FR;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2012-2018 – Outre Mer;LANDCOVER.CHA18_DOM;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;clc;Corine Land Cover Changements 2018 - France Entiere;LANDCOVER.CHA18;https://wxs.ign.fr/clc/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 1990 - France Metropolitaine ;LANDCOVER.CLC90_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 1990 - Grille - France Metropolitaine ;LANDCOVER.GRID.CLC90_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - France Metropolitaine ;LANDCOVER.CLC00_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - Grille - France Entiere;LANDCOVER.GRID.CLC00;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - Grille - France Metropolitaine;LANDCOVER.GRID.CLC00_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - Grille - Outre-Mer;LANDCOVER.GRID.CLC00_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - Grille revisee - France Metropolitaine ;LANDCOVER.GRID.CLC00R_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 - Outre-Mer ;LANDCOVER.CLC00_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2000 revisee - France Metropolitaine ;LANDCOVER.CLC00R_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - France Metropolitaine ;LANDCOVER.CLC06_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille - France Entiere;LANDCOVER.GRID.CLC06;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille - France Metropolitaine;LANDCOVER.GRID.CLC06_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille - Outre-Mer;LANDCOVER.GRID.CLC06_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille revisee - France Entiere;LANDCOVER.GRID.CLC06R;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille revisee - France Metropolitaine;LANDCOVER.GRID.CLC06R_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Grille revisee - Outre-Mer;LANDCOVER.GRID.CLC06R_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 - Outre-Mer ;LANDCOVER.CLC06_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 revisee - France Metropolitaine ;LANDCOVER.CLC06R_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2006 revisee - Outre-Mer ;LANDCOVER.CLC06R_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 - France Entiere;LANDCOVER.CLC12;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 - France Metropolitaine ;LANDCOVER.CLC12_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 - Grille - France Entiere;LANDCOVER.GRID.CLC12;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 - Outre-Mer ;LANDCOVER.CLC12_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 haute resolution - taux de couvert arbore - France Entiere;LANDCOVER.HR.TCD.CLC12;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 haute resolution - taux d'impermeabilisation des sols - France Entiere ;LANDCOVER.HR.IMD.CLC12;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 haute resolution - type de foret dominant - France Entiere;LANDCOVER.HR.DLT.CLC12;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 revisee - France Entiere;LANDCOVER.CLC12R;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 revisee - France Metropolitaine ;LANDCOVER.CLC12R_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2012 revisee - Outre-Mer ;LANDCOVER.CLC12R_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2015 haute resolution - prairies - France Entiere  ;LANDCOVER.HR.GRA.CLC15;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2015 haute resolution - taux de couvert arbore - France Entiere;LANDCOVER.HR.TCD.CLC15;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2015 haute resolution - taux d'impermeabilisation des sols - France Entiere ;LANDCOVER.HR.IMD.CLC15;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2015 haute resolution - type de foret dominant - France Entiere;LANDCOVER.HR.DLT.CLC15;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2015 haute resolution - zones humides et surfaces en eaux - France Entiere;LANDCOVER.HR.WAW.CLC15;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2018 - France Entiere;LANDCOVER.CLC18;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2018 - France Metropolitaine ;LANDCOVER.CLC18_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover 2018 - Outre-Mer;LANDCOVER.CLC18_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 1990-2000 - France Metropolitaine ;LANDCOVER.CHA00_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2000-2006 - France Metropolitaine ;LANDCOVER.CHA06_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2000-2006 - Outre-Mer ;LANDCOVER.CHA06_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2006-2012 – France Metropolitaine ;LANDCOVER.CHA12_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2006-2012 - Outre-Mer ;LANDCOVER.CHA12_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2012-2018 – France Metropolitaine ;LANDCOVER.CHA18_FR;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2012-2018 – Outre Mer;LANDCOVER.CHA18_DOM;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;clc;Corine Land Cover Changements 2018 - France Entiere;LANDCOVER.CHA18;https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMS Raster;cle personnelle *;Cartes;GEOGRAPHICALGRIDSYSTEMS.MAPS;"https://wxs.ign.fr/CLEF/geoportail/r/wms?SERVICE=WMS&REQUEST=GetCapabilities<!-- Le parametre CLEF etant a remplacer par votre cle personnelle a creer/gerer dans la rubrique ""Mes Cles"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Geoservices -->"
WMS Raster;cle personnelle *;SCAN 100®;SCAN100_PYR-JPEG_WLD_WM;"https://wxs.ign.fr/CLEF/geoportail/r/wms?SERVICE=WMS&REQUEST=GetCapabilities<!-- Le parametre CLEF etant a remplacer par votre cle personnelle a creer/gerer dans la rubrique ""Mes Cles"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Geoservices -->"
WMS Raster;cle personnelle *;SCAN 100®  L93;SCAN100_PYR-PNG_FXX_LAMB93;"https://wxs.ign.fr/CLEF/geoportail/r/wms?SERVICE=WMS&REQUEST=GetCapabilities<!-- Le parametre CLEF etant a remplacer par votre cle personnelle a creer/gerer dans la rubrique ""Mes Cles"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Geoservices -->"
WMS Raster;cle personnelle *;SCAN 25® Touristique;SCAN25TOUR_PYR-JPEG_WLD_WM;"https://wxs.ign.fr/CLEF/geoportail/r/wms?SERVICE=WMS&REQUEST=GetCapabilities<!-- Le parametre CLEF etant a remplacer par votre cle personnelle a creer/gerer dans la rubrique ""Mes Cles"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Geoservices -->"
WMS Raster;cle personnelle *;SCAN OACI;SCANOACI_PYR-JPEG_WLD_WM;"https://wxs.ign.fr/CLEF/geoportail/r/wms?SERVICE=WMS&REQUEST=GetCapabilities<!-- Le parametre CLEF etant a remplacer par votre cle personnelle a creer/gerer dans la rubrique ""Mes Cles"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Geoservices -->"
WMTS;cle personnelle *;Cartes SCAN 25® Touristique;GEOGRAPHICALGRIDSYSTEMS.MAPS.SCAN25TOUR.L93;"https://wxs.ign.fr/CLEF/geoportail/wmts?SERVICE=WMTS&REQUEST=GetCapabilities<!-- Le parametre CLEF etant a remplacer par votre cle personnelle a creer/gerer dans la rubrique ""Mes Cles"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Geoservices -->"
WMTS;cle personnelle *;Cartes IGN;GEOGRAPHICALGRIDSYSTEMS.MAPS;"https://wxs.ign.fr/CLEF/geoportail/wmts?SERVICE=WMTS&REQUEST=GetCapabilities<!-- Le parametre CLEF etant a remplacer par votre cle personnelle a creer/gerer dans la rubrique ""Mes Cles"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Geoservices -->"
WMTS;cle personnelle *;Cartes SCAN 25® Touristique;GEOGRAPHICALGRIDSYSTEMS.MAPS.SCAN25TOUR;"https://wxs.ign.fr/CLEF/geoportail/wmts?SERVICE=WMTS&REQUEST=GetCapabilities<!-- Le parametre CLEF etant a remplacer par votre cle personnelle a creer/gerer dans la rubrique ""Mes Cles"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Geoservices -->"
WMTS;cle personnelle *;Cartes SCAN OACI;GEOGRAPHICALGRIDSYSTEMS.MAPS.SCAN-OACI;"https://wxs.ign.fr/CLEF/geoportail/wmts?SERVICE=WMTS&REQUEST=GetCapabilities<!-- Le parametre CLEF etant a remplacer par votre cle personnelle a creer/gerer dans la rubrique ""Mes Cles"" de votre compte de profil ""particulier"" ou ""professionnel"" sur le site Geoservices -->"
WMTS;decouverte;Photographies aeriennes;ORTHOIMAGERY.ORTHOPHOTOS;https://wxs.ign.fr/decouverte/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;decouverte;PLAN IGN;GEOGRAPHICALGRIDSYSTEMS.PLANIGNV2;https://wxs.ign.fr/decouverte/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WFS;economie;Dispositif Pinel Bretagne - Carreaux (quand ajout ressource/indiquer le nom du client a E Cajoly);DREAL.ZONAGE_PINEL:carreaux;https://wxs.ign.fr/economie/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;economie;Dispositif Pinel Bretagne - Communes (quand ajout ressource/indiquer le nom du client a E Cajoly));DREAL.ZONAGE_PINEL:communes;https://wxs.ign.fr/economie/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;economie;Dispositif Pinel Bretagne - Iris (quand ajout ressource/indiquer le nom du client a E Cajoly);DREAL.ZONAGE_PINEL:iris;https://wxs.ign.fr/economie/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WMS Raster;economie;% des 0-17 ans;INSEE.FILOSOFI.PART.ENFANTS.0.17.ANS.SECRET;https://wxs.ign.fr/economie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;economie;% des plus de 65 ans;INSEE.FILOSOFI.PART.PLUS.65.ANS.SECRET;https://wxs.ign.fr/economie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;economie;Densite de Population;INSEE.FILOSOFI.POPULATION;https://wxs.ign.fr/economie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;economie;Dispositif Pinel Bretagne (quand ajout ressource/indiquer le nom du client a E Cajoly);DREAL.ZONAGE_PINEL;https://wxs.ign.fr/economie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;economie;Familles monoparentales;INSEE.FILOSOFI.PART.FAMILLES.MONOPARENTALES.SECRET;https://wxs.ign.fr/economie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
